Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Melton South,24 Brennan St,3.0,h,443000.0,S,hockingstuart,2018-01-17 00:03:00,29.8,3338.0,3.0,1.0,3.0,603.0,Melton City Council,-37.70478,144.57211,Western Victoria,4718.0,0,1.0
Melton South,38 Andrew St,3.0,h,380000.0,S,PRDNationwide,2018-01-10 00:03:00,29.8,3338.0,3.0,1.0,1.0,570.0,Melton City Council,-37.69648,144.57923,Western Victoria,4718.0,0,1.0
Brookfield,30 Pinrush Rd,4.0,h,456000.0,S,Reliance,2017-01-29 00:07:00,29.8,3338.0,4.0,2.0,2.0,576.0,Melton City Council,-37.69104,144.54532,Western Victoria,3122.0,0,1.0
Melton South,3 Francis St,4.0,h,347500.0,S,hockingstuart,2017-01-27 00:05:00,29.8,3338.0,4.0,2.0,1.0,587.0,Melton City Council,-37.69392,144.57468,Western Victoria,4718.0,0,1.0
Melton South,3/10 Station Rd,2.0,h,300000.0,VB,PRDNationwide,2018-01-20 00:01:00,29.8,3338.0,2.673574420358075,2.4312643929086937,2.0,564.8,Melton City Council,-37.73216515251134,144.92392178301287,Western Victoria,4718.0,1,0.6363636363636364
Brookfield,178 Brooklyn Rd,3.0,h,555000.0,SP,YPA,2017-01-25 00:11:00,29.8,3338.0,2.213933304852142,2.048186141663852,2.0,723.6,Melton City Council,-37.86713316941191,145.03663110624754,Western Victoria,3122.0,1,0.6363636363636364
Melton South,8 Charles Ct,3.0,h,326000.0,S,hockingstuart,2017-01-22 00:07:00,29.8,3338.0,3.0,1.0,1.0,611.0,Melton City Council,-37.69467,144.57827,Western Victoria,4718.0,0,1.0
Eynesbury,23 Marong Av,4.0,h,700000.0,SP,Purplebricks,2017-01-25 00:11:00,29.8,3338.0,4.0,2.0,3.0,838.5999999999999,Melton City Council,-37.7941,144.5504,Western Victoria,852.0,0,0.9545454545454546
Melton South,7 Wills Rd,3.0,h,455000.0,SP,hockingstuart,2017-01-07 00:10:00,29.8,3338.0,3.0,1.0,4.0,584.0,Melton City Council,-37.71205,144.56388,Western Victoria,4718.0,1,0.9090909090909091
Melton South,4 Leggatt St,4.0,h,407000.0,S,Ryder,2017-01-07 00:10:00,29.8,3338.0,4.0,2.0,1.0,763.0,Melton City Council,-37.70664,144.57978,Western Victoria,4718.0,0,0.9545454545454546
Melton South,1 Tamar Dr,4.0,h,355000.0,S,Raine,2017-01-03 00:06:00,29.8,3338.0,4.0,2.0,1.0,766.0,Melton City Council,-37.69791,144.5807,Western Victoria,4718.0,0,1.0
Melton South,1/33 Staughton St,2.0,h,280500.0,S,Raine,2017-01-08 00:07:00,29.8,3338.0,2.0,1.0,1.0,180.0,Melton City Council,-37.70411,144.57159,Western Victoria,4718.0,1,0.9545454545454546
Brookfield,10 Prahn Ct,4.0,h,538000.0,S,Raine,2017-01-21 00:10:00,29.8,3338.0,4.0,2.0,4.0,770.0,Melton City Council,-37.69803,144.55433,Western Victoria,3122.0,0,1.0
Melton South,16 Bennett St,3.0,h,393000.0,S,Raine,2017-01-28 00:10:00,29.8,3338.0,3.0,2.0,4.0,661.5999999999999,Melton City Council,-37.71289,144.57776,Western Victoria,4718.0,0,0.9545454545454546
Melton South,13 Bridge Rd,3.0,h,341000.0,S,YPA,2017-01-15 00:07:00,29.8,3338.0,3.0,2.0,4.0,578.0,Melton City Council,-37.71432,144.57431,Western Victoria,4718.0,1,0.9090909090909091
Melton South,15 Kurrajong Cr,3.0,h,336000.0,S,hockingstuart,2017-01-15 00:07:00,29.8,3338.0,3.0,1.0,1.0,580.0,Melton City Council,-37.70153,144.57243,Western Victoria,4718.0,0,1.0
Melton South,23 Neerim St,4.0,h,426000.0,S,Raine,2017-01-15 00:07:00,29.8,3338.0,4.0,2.0,3.0,655.0,Melton City Council,-37.69548,144.56775,Western Victoria,4718.0,0,1.0
Melton South,34 Manson Dr,3.0,h,477500.0,S,hockingstuart,2017-01-28 00:10:00,29.8,3338.0,3.0,2.0,2.0,613.6,Melton City Council,-37.70223,144.57816,Western Victoria,4718.0,0,0.9545454545454546
Melton South,97 Exford Rd,3.0,h,392500.0,S,Raine,2017-01-16 00:09:00,29.8,3338.0,3.0,1.0,2.0,648.0000000000001,Melton City Council,-37.71245,144.57294,Western Victoria,4718.0,0,0.9545454545454546
Melton South,24 Brennan St,3.0,h,419000.0,S,hockingstuart,2017-01-17 00:06:00,29.8,3338.0,3.0,1.0,3.0,603.0,Melton City Council,-37.70478,144.57211,Western Victoria,4718.0,1,0.9090909090909091
Melton South,19 Kingsford Av,3.0,h,315000.0,SP,Ray,2017-01-03 00:06:00,29.8,3338.0,2.9282677462791185,4.932430892038182,2.0,648.0000000000001,Melton City Council,-37.757497337981604,144.80793604851084,Western Victoria,4718.0,1,0.6363636363636364
Melton South,41 Kurrajong Cr,3.0,h,476000.0,S,hockingstuart,2017-01-25 00:11:00,29.8,3338.0,3.0,1.0,2.0,647.0,Melton City Council,-37.7017,144.5702,Western Victoria,4718.0,1,0.9090909090909091
Melton South,18 Brennan St,3.0,h,460000.0,S,Ryder,2017-01-19 00:08:00,29.8,3338.0,3.0,1.0,1.0,602.0,Melton City Council,-37.70484,144.57261,Western Victoria,4718.0,0,1.0
Melton South,16 Toolern St,3.0,h,1152000.0,S,Barry,2018-01-24 00:02:00,29.8,3338.0,3.0,1.0,4.0,2148.0,Melton City Council,-37.70534,144.57709,Western Victoria,4718.0,1,0.8636363636363636
Melton South,3 Ruth Ct,3.0,h,370000.0,S,Raine,2017-01-25 00:11:00,29.8,3338.0,3.0,2.0,2.0,648.0000000000001,Melton City Council,-37.6958,144.5773,Western Victoria,4718.0,1,0.8636363636363636
Melton South,24 Connel Dr,2.0,h,386000.0,S,Reliance,2017-01-25 00:11:00,29.8,3338.0,2.0,1.0,2.0,564.8,Melton City Council,-37.7087,144.5728,Western Victoria,4718.0,0,0.9090909090909091
Melton South,5 Albert Dr,4.0,h,451000.0,S,HAR,2017-01-25 00:11:00,29.8,3338.0,4.0,2.0,2.0,790.0,Melton City Council,-37.7081,144.5628,Western Victoria,4718.0,0,1.0
Melton South,41 Monash St,3.0,h,330000.0,PI,YPA,2018-01-24 00:02:00,29.8,3338.0,3.0,2.0,1.0,603.0,Melton City Council,-37.71088,144.57519,Western Victoria,4718.0,1,0.9090909090909091
Melton South,6 Bass Ct,4.0,h,420000.0,PI,PRDNationwide,2017-01-09 00:12:00,29.8,3338.0,4.0,1.0,4.0,700.0,Melton City Council,-37.71007,144.56563,Western Victoria,4718.0,0,1.0
Melton South,13 Kingsford Av,3.0,h,425000.0,S,hockingstuart,2017-01-25 00:11:00,29.8,3338.0,3.0,1.0,4.0,805.0,Melton City Council,-37.6979,144.5769,Western Victoria,4718.0,0,1.0
Melton South,26/58 Andrew St,2.0,h,280000.0,SP,Raine,2017-01-09 00:12:00,29.8,3338.0,2.044987107716206,5.42702861157281,2.0,564.8,Melton City Council,-37.91405332829542,145.11364995047225,Western Victoria,4718.0,1,0.5909090909090908
Bacchus Marsh,4 Lidgett St,3.0,h,285000.0,S,Ryder,2017-01-08 00:07:00,37.5,3340.0,3.0,1.0,2.0,612.0,Moorabool Shire Council,-37.67344,144.43181,Western Victoria,2871.0,1,0.9090909090909091
Darley,3 Daly Ct,3.0,h,380000.0,S,FN,2017-01-25 00:11:00,37.5,3340.0,4.03560873249045,2.1922102815328257,2.0,737.8,Moorabool Shire Council,-37.699749528451925,145.05943536905446,Western Victoria,2992.0,1,0.6363636363636364
Bacchus Marsh,5 Munro Ct,3.0,h,412000.0,S,FN,2017-01-07 00:10:00,37.5,3340.0,3.0,2.0,2.0,818.0,Moorabool Shire Council,-37.668690000000005,144.42379,Western Victoria,2871.0,0,1.0
Bacchus Marsh,36 Lerderderg St,2.0,h,545000.0,SP,FN,2017-01-28 00:10:00,37.5,3340.0,2.0,1.0,2.0,737.8,Moorabool Shire Council,-37.67282,144.44051000000002,Western Victoria,2871.0,1,0.9090909090909091
Bacchus Marsh,2 Leila Ct,3.0,h,450000.0,SP,FN,2017-01-11 00:11:00,37.5,3340.0,3.0,2.0,1.0,1107.0,Moorabool Shire Council,-37.6654,144.4394,Western Victoria,2871.0,1,0.9090909090909091
Diggers Rest,5 Flake Ct,4.0,h,501000.0,S,Raine,2017-01-11 00:11:00,27.7,3427.0,4.0,2.0,2.0,780.0,Hume City Council,-37.6242,144.7115,Western Metropolitan,1184.0,0,1.0
Diggers Rest,6 Tame St,6.0,h,615000.0,S,Leading,2017-01-12 00:08:00,27.7,3427.0,6.0,3.0,1.0,850.0,Hume City Council,-37.62856,144.71825,Western Metropolitan,1184.0,0,1.0
Diggers Rest,4 Miners Ct,3.0,h,485000.0,SP,Raine,2018-01-03 00:03:00,27.7,3427.0,3.0,2.0,2.0,690.0,Hume City Council,-37.62434,144.71021000000002,Western Metropolitan,1184.0,1,0.9090909090909091
Diggers Rest,1/129 Calder Hwy,3.0,u,397000.0,S,Barry,2017-01-26 00:08:00,27.7,3427.0,3.0,2.0,1.0,579.8,Hume City Council,-37.61732,144.7114,Western Metropolitan,1184.0,0,0.9545454545454546
Diggers Rest,18 Eureka Rd,3.0,h,422000.0,S,YPA,2017-01-28 00:10:00,27.7,3427.0,3.0,1.0,2.0,584.0,Hume City Council,-37.62005,144.71074,Western Metropolitan,1184.0,1,0.9090909090909091
Diggers Rest,41A License Rd,3.0,h,550000.0,S,Prof.,2018-01-17 00:03:00,27.7,3427.0,3.0,2.0,2.0,607.0,Hume City Council,-37.62496,144.71243,Western Metropolitan,1184.0,0,1.0
Diggers Rest,23 Shoring Rd,3.0,h,405000.0,PI,Brad,2017-01-04 00:11:00,27.7,3427.0,3.0,1.0,1.0,553.0,Hume City Council,-37.6229,144.7114,Western Metropolitan,1184.0,1,0.9090909090909091
Diggers Rest,15 Eureka Rd,3.0,h,435000.0,S,YPA,2017-01-27 00:05:00,27.7,3427.0,3.0,1.0,2.0,608.0,Hume City Council,-37.6204,144.71138,Western Metropolitan,1184.0,1,0.9090909090909091
Bulla,133 Bulla Rd,3.0,h,665000.0,S,Barry,2017-01-18 00:11:00,22.9,3428.0,3.0,1.0,5.0,799.0,Hume City Council,-37.6353,144.8013,Western Metropolitan,271.0,1,0.8636363636363636
Sunbury,11 Noble Wy,4.0,h,571750.0,S,YPA,2017-01-24 00:06:00,31.7,3429.0,3.922745370487197,0.5168816025893903,2.0,655.0,Hume City Council,-37.73720994442415,144.835862073148,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,11 Parkview Dr,2.0,h,510000.0,S,YPA,2017-01-09 00:09:00,31.7,3429.0,2.0,2.0,2.0,511.19999999999993,Hume City Council,-37.59024,144.72631,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,60 Riddell Rd,3.0,h,482000.0,S,YPA,2017-01-16 00:09:00,31.7,3429.0,3.0,1.0,1.0,573.0,Hume City Council,-37.57123,144.72333999999998,Western Metropolitan,14092.0,0,1.0
Sunbury,1 Plante Ct,3.0,h,431250.0,SP,L,2017-01-19 00:08:00,31.7,3429.0,3.0,2.0,2.0,650.0,Hume City Council,-37.584790000000005,144.71541000000002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,6 Landsborough Dr,3.0,h,460000.0,S,YPA,2017-01-16 00:09:00,31.7,3429.0,3.06845371299049,3.0836287305558017,2.0,627.6,Hume City Council,-37.93863314520466,145.08596497785157,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,51 Dunrossil Dr,3.0,h,545000.0,S,L,2017-01-16 00:09:00,31.7,3429.0,3.0,1.0,2.0,708.2,Hume City Council,-37.55971,144.73002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,26 Briarwood Ct,3.0,h,405000.0,S,YPA,2017-01-16 00:09:00,31.7,3429.0,3.0,1.0,3.0,515.0,Hume City Council,-37.57662,144.74767,Western Metropolitan,14092.0,0,1.0
Sunbury,17 Curtin Dr,3.0,h,480500.0,S,One,2017-01-19 00:08:00,31.7,3429.0,3.0,1.0,1.0,664.0,Hume City Council,-37.56279,144.7304,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,11 Perceval St,3.0,h,498500.0,S,Brad,2017-01-09 00:09:00,31.7,3429.0,3.0,2.0,2.0,688.0,Hume City Council,-37.57367,144.71842,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,1 Whitty La,3.0,h,436000.0,SP,Leeburn,2017-01-16 00:09:00,31.7,3429.0,3.0,2.0,2.0,350.0,Hume City Council,-37.58883,144.70202,Western Metropolitan,14092.0,0,1.0
Sunbury,39 Mitchells La,3.0,h,493000.0,S,Raine,2017-01-09 00:09:00,31.7,3429.0,3.0,1.0,2.0,650.0,Hume City Council,-37.58562,144.71581,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,67 Davenport Dr,3.0,h,475000.0,SP,YPA,2017-01-18 00:11:00,31.7,3429.0,2.438962179277854,3.398996630639207,2.0,653.0,Hume City Council,-37.81197645562288,145.14315365519627,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,5 Cumberland Ch,4.0,h,520000.0,S,Leeburn,2017-01-09 00:09:00,31.7,3429.0,4.0,2.0,1.0,626.6,Hume City Council,-37.57873,144.71996,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,9 Tennyson Ct,4.0,h,555000.0,S,YPA,2017-01-19 00:08:00,31.7,3429.0,4.0,2.0,2.0,601.6,Hume City Council,-37.55791,144.72366,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,32 Gilchrist Cr,3.0,h,465000.0,S,One,2017-01-18 00:11:00,31.7,3429.0,2.759624744695357,3.268272074409907,2.0,610.4,Hume City Council,-37.79001294254965,145.1033413542968,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,6 Haines Ct,5.0,h,580000.0,SP,YPA,2017-01-18 00:11:00,31.7,3429.0,2.883191985349473,2.854198551712841,2.0,667.2,Hume City Council,-37.89278905424778,145.06019489007613,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,1/45 Harker St,3.0,h,520000.0,SP,Raine,2017-01-18 00:11:00,31.7,3429.0,4.560381465501213,5.029685576253381,2.0,674.4000000000001,Hume City Council,-37.79059978203223,144.82512807698944,Western Metropolitan,14092.0,1,0.5909090909090908
Sunbury,1 Lambert Av,3.0,h,437000.0,S,YPA,2017-01-18 00:11:00,31.7,3429.0,3.2842806010630796,4.851350834642089,2.0,578.4,Hume City Council,-37.8413994621915,145.0062563414105,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,19 Higgins Av,3.0,h,423000.0,S,YPA,2017-01-24 00:06:00,31.7,3429.0,2.452541920034579,0.7575093147065337,2.0,560.4,Hume City Council,-37.87029170333862,145.00393348983815,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,58 The Avenue,4.0,h,791000.0,S,Raine,2018-01-24 00:02:00,31.7,3429.0,4.0,2.0,2.0,761.0,Hume City Council,-37.59342,144.72679,Western Metropolitan,14092.0,1,0.9545454545454546
Sunbury,3 Tanner Pl,3.0,h,575000.0,SP,Raine,2018-01-24 00:02:00,31.7,3429.0,3.0,2.0,2.0,701.0,Hume City Council,-37.57322,144.69589,Western Metropolitan,14092.0,1,0.9545454545454546
Sunbury,47 Rees Rd,3.0,h,556000.0,S,YPA,2018-01-24 00:02:00,31.7,3429.0,3.0,2.0,2.0,702.0,Hume City Council,-37.56438,144.70907,Western Metropolitan,14092.0,0,1.0
Sunbury,102 Phillip Dr,4.0,h,500000.0,VB,hockingstuart,2018-01-24 00:02:00,31.7,3429.0,4.0,2.0,2.0,619.0,Hume City Council,-37.56292,144.69972,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,6 Dyson Dr,3.0,h,557000.0,S,One,2018-01-24 00:02:00,31.7,3429.0,3.0,2.0,2.0,689.0,Hume City Council,-37.57328,144.69799999999998,Western Metropolitan,14092.0,0,1.0
Sunbury,72 The Skyline,4.0,h,825000.0,S,Leading,2017-01-19 00:08:00,31.7,3429.0,4.0,2.0,2.0,807.2,Hume City Council,-37.56521,144.74944,Western Metropolitan,14092.0,0,0.9090909090909091
Sunbury,76 Riddell Rd,2.0,h,560000.0,PI,Brad,2017-01-18 00:11:00,31.7,3429.0,2.0763149249855837,3.1807730803276812,2.0,545.0,Hume City Council,-38.060191878223755,145.0511081659141,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,25 Vaughan St,3.0,h,662000.0,S,Brad,2017-01-03 00:09:00,31.7,3429.0,3.0,1.0,2.0,1050.0,Hume City Council,-37.58319,144.73685,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,43 Dobell Av,4.0,h,505000.0,S,YPA,2018-01-24 00:02:00,31.7,3429.0,4.0,2.0,5.0,589.0,Hume City Council,-37.577,144.70391999999998,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,64 Station St,3.0,h,755000.0,S,Brad,2017-01-24 00:06:00,31.7,3429.0,3.0,1.0,2.0,1011.0,Hume City Council,-37.58419,144.73188000000002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,43 Lister Cr,4.0,h,540000.0,S,YPA,2017-01-03 00:09:00,31.7,3429.0,4.0,2.0,2.0,650.0,Hume City Council,-37.56284,144.71187,Western Metropolitan,14092.0,0,1.0
Sunbury,90 Barkly St,4.0,h,780000.0,SP,Raine,2018-01-24 00:02:00,31.7,3429.0,4.0,2.0,0.0,928.0,Hume City Council,-37.5868,144.72751,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,6 Arran Ct,3.0,h,512500.0,S,Raine,2018-01-24 00:02:00,31.7,3429.0,3.0,2.0,1.0,828.0,Hume City Council,-37.57985,144.75528,Western Metropolitan,14092.0,0,1.0
Sunbury,6 Canterbury Av,4.0,h,660000.0,SP,YPA,2017-01-18 00:11:00,31.7,3429.0,3.431928228246798,1.051084510705064,2.0,733.0,Hume City Council,-37.624460145998405,144.91493102618668,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,26 Aldridge Dr,3.0,h,541000.0,S,YPA,2017-01-18 00:11:00,31.7,3429.0,3.6389067133575326,2.546947932086083,2.0,708.1999999999999,Hume City Council,-37.819887195190155,145.18741333895733,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,20 Brett Ct,4.0,h,570000.0,S,Barry,2017-01-03 00:09:00,31.7,3429.0,4.0,2.0,2.0,693.0,Hume City Council,-37.57029,144.71163,Western Metropolitan,14092.0,0,1.0
Sunbury,57 Marjorie Av,3.0,h,415000.0,S,YPA,2017-01-18 00:11:00,31.7,3429.0,4.424050960234612,2.2212296544845023,2.0,560.4,Hume City Council,-37.88771438944327,144.97843903142095,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,33 Miller St,4.0,h,585000.0,SP,YPA,2017-01-18 00:11:00,31.7,3429.0,5.333009813733355,1.0349940132523838,2.0,659.8,Hume City Council,-37.90181278405867,145.26886486553778,Western Metropolitan,14092.0,1,0.5909090909090908
Sunbury,7 Prospect Ct,3.0,h,593000.0,S,Barry,2017-01-18 00:11:00,31.7,3429.0,4.7033921459555845,3.5654193921550204,2.0,771.4000000000001,Hume City Council,-37.95169852945316,145.18740502306366,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,3 Kemp Pl,3.0,h,388000.0,S,L,2017-01-09 00:09:00,31.7,3429.0,3.0,1.0,0.0,650.0,Hume City Council,-37.57281,144.70015,Western Metropolitan,14092.0,1,0.9545454545454546
Sunbury,35 Oxley St,3.0,h,482000.0,S,Barry,2017-01-03 00:09:00,31.7,3429.0,3.0,2.0,4.0,664.0,Hume City Council,-37.58196,144.71066000000002,Western Metropolitan,14092.0,0,1.0
Sunbury,59 Rees Rd,4.0,h,623000.0,S,YPA,2017-01-18 00:11:00,31.7,3429.0,2.8499134156119252,1.171470577264548,2.0,716.8,Hume City Council,-37.85266382816763,145.08757365689914,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,68 Olive Gr,3.0,h,555000.0,S,YPA,2017-01-14 00:10:00,31.7,3429.0,3.0,2.0,2.0,739.0,Hume City Council,-37.57076,144.70343,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,5 Cornish St,3.0,h,677000.0,SP,Brad,2017-01-07 00:10:00,31.7,3429.0,3.0,1.0,2.0,807.0,Hume City Council,-37.57681,144.72245,Western Metropolitan,14092.0,0,1.0
Sunbury,5 Harcourt Cl,4.0,h,515000.0,S,One,2017-01-07 00:10:00,31.7,3429.0,4.0,2.0,2.0,568.0,Hume City Council,-37.57168,144.70152,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,10 Mounsey Ct,4.0,h,590000.0,SP,Brad,2018-01-06 00:01:00,31.7,3429.0,4.0,2.0,2.0,701.0,Hume City Council,-37.58364,144.71961000000002,Western Metropolitan,14092.0,0,1.0
Sunbury,203 Mitchells La,4.0,h,565000.0,S,Leeburn,2017-01-07 00:10:00,31.7,3429.0,4.0,2.0,2.0,644.8,Hume City Council,-37.5842,144.70145,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,2/19 Lalor Cr,2.0,u,400000.0,SP,Barry,2018-01-06 00:01:00,31.7,3429.0,2.5611335576162126,2.2776821014348156,2.0,469.79999999999995,Hume City Council,-37.79598732865903,144.9846741549237,Western Metropolitan,14092.0,1,0.6363636363636364
Sunbury,26 Higgs Cct,4.0,h,580000.0,SP,Raine,2018-01-06 00:01:00,31.7,3429.0,4.0,2.0,3.0,571.0,Hume City Council,-37.58767,144.70038,Western Metropolitan,14092.0,0,1.0
Sunbury,1/6 Anthony St,2.0,u,360000.0,SP,Brad,2017-01-29 00:07:00,31.7,3429.0,2.0,1.0,1.0,143.0,Hume City Council,-37.57063,144.70693,Western Metropolitan,14092.0,0,1.0
Sunbury,4 College Pl,4.0,h,597000.0,S,Leading,2017-01-29 00:07:00,31.7,3429.0,4.0,2.0,4.0,939.0,Hume City Council,-37.57816,144.73431000000002,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,19 Muirfield Dr,3.0,h,475000.0,S,Leeburn,2017-01-29 00:07:00,31.7,3429.0,3.0,1.0,4.0,754.0,Hume City Council,-37.58442,144.75565,Western Metropolitan,14092.0,0,1.0
Sunbury,26 Xavier Ct,3.0,h,495000.0,S,One,2017-01-29 00:07:00,31.7,3429.0,3.0,2.0,2.0,563.0,Hume City Council,-37.57499,144.75329,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,23 Higgs Cct,3.0,h,516500.0,S,Barry,2018-01-06 00:01:00,31.7,3429.0,3.0,2.0,2.0,608.0,Hume City Council,-37.58796,144.70044,Western Metropolitan,14092.0,0,1.0
Sunbury,6 Ervine Cl,4.0,h,450000.0,S,Brad,2018-01-06 00:01:00,31.7,3429.0,4.0,2.0,0.0,668.0,Hume City Council,-37.565090000000005,144.72563,Western Metropolitan,14092.0,0,1.0
Sunbury,27 Holloway Cl,3.0,h,455000.0,SP,Raine,2017-01-17 00:06:00,31.7,3429.0,3.0,1.0,6.0,639.0,Hume City Council,-37.56291,144.72848,Western Metropolitan,14092.0,0,1.0
Sunbury,12 Davies Ct,3.0,h,460000.0,SP,Leeburn,2018-01-06 00:01:00,31.7,3429.0,3.0,1.0,4.0,754.0,Hume City Council,-37.56958,144.72001,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,59 Davenport Dr,3.0,h,499500.0,S,Barry,2018-01-06 00:01:00,31.7,3429.0,3.0,2.0,2.0,664.0,Hume City Council,-37.590340000000005,144.7089,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,15 Aitken St,3.0,t,496000.0,S,Leeburn,2018-01-06 00:01:00,31.7,3429.0,3.0,2.0,2.0,244.0,Hume City Council,-37.58304,144.73887,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,5 Starflower Wy,4.0,h,725000.0,SP,YPA,2018-01-03 00:03:00,31.7,3429.0,4.0,2.0,2.0,630.0,Hume City Council,-37.59531,144.72316999999998,Western Metropolitan,14092.0,0,1.0
Sunbury,46 Rosenthal Bvd,4.0,h,534000.0,S,Brad,2018-01-03 00:03:00,31.7,3429.0,4.0,2.0,2.0,272.0,Hume City Council,-37.59753,144.70865,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,26 Forrest St,4.0,h,456000.0,S,Raine,2018-01-03 00:03:00,31.7,3429.0,4.0,1.0,1.0,465.0,Hume City Council,-37.57998,144.71053999999998,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,310 Elizabeth Dr,3.0,h,391000.0,PI,YPA,2018-01-03 00:03:00,31.7,3429.0,3.0,2.0,2.0,688.0,Hume City Council,-37.56889,144.72368,Western Metropolitan,14092.0,0,1.0
Sunbury,13A Keith Av,3.0,h,453000.0,SP,YPA,2017-01-09 00:12:00,31.7,3429.0,3.0,2.0,1.0,570.4,Hume City Council,-37.57886,144.69987,Western Metropolitan,14092.0,1,0.8636363636363636
Sunbury,68 Cornish St,3.0,h,455000.0,S,YPA,2017-01-03 00:06:00,31.7,3429.0,3.0,2.0,2.0,690.0,Hume City Council,-37.57456,144.71548,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,52 Backhaus Av,3.0,h,475000.0,SP,Rounds,2018-01-03 00:03:00,31.7,3429.0,3.0,2.0,1.0,402.0,Hume City Council,-37.5924,144.70809,Western Metropolitan,14092.0,0,1.0
Sunbury,1 Heysen Dr,3.0,h,410000.0,SP,Brad,2017-01-03 00:06:00,31.7,3429.0,3.0,2.0,2.0,600.0,Hume City Council,-37.57686,144.71023,Western Metropolitan,14092.0,0,1.0
Sunbury,18 Timins St,3.0,h,650000.0,S,YPA,2017-01-01 00:07:00,31.7,3429.0,3.0,3.0,1.0,852.0,Hume City Council,-37.58689,144.72865,Western Metropolitan,14092.0,1,0.9545454545454546
Sunbury,37 Ligar St,4.0,h,763000.0,S,Brad,2017-01-26 00:08:00,31.7,3429.0,4.0,2.0,2.0,1011.0,Hume City Council,-37.5781,144.72383,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,14 McInnes Cl,4.0,h,610000.0,SP,Barry,2018-01-10 00:02:00,31.7,3429.0,4.0,2.0,2.0,641.0,Hume City Council,-37.5732,144.71182,Western Metropolitan,14092.0,0,1.0
Sunbury,39 Collins St,4.0,h,548000.0,S,One,2017-01-07 00:10:00,31.7,3429.0,4.0,2.0,2.0,601.5999999999999,Hume City Council,-37.58091,144.701,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,32 Archer Av,5.0,h,605000.0,SP,Leeburn,2017-01-07 00:10:00,31.7,3429.0,5.0,2.0,2.0,674.0,Hume City Council,-37.58522,144.69937,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,7 Fullbrook Dr,3.0,h,480000.0,PI,Leeburn,2017-01-26 00:08:00,31.7,3429.0,3.0,2.0,2.0,646.0,Hume City Council,-37.56005,144.70892,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,25 Lister Cr,3.0,h,480000.0,S,Barry,2017-01-09 00:12:00,31.7,3429.0,3.0,2.0,2.0,716.0,Hume City Council,-37.56159,144.71262,Western Metropolitan,14092.0,1,0.9090909090909091
Sunbury,10 Scotch Ct,4.0,h,500500.0,S,YPA,2018-01-10 00:02:00,31.7,3429.0,4.0,2.0,2.0,560.0,Hume City Council,-37.57868,144.75467,Western Metropolitan,14092.0,0,0.9545454545454546
Sunbury,30 Pasley St,4.0,h,670000.0,S,Barry,2017-01-04 00:11:00,31.7,3429.0,4.0,2.0,2.0,690.0,Hume City Council,-37.578,144.725,Western Metropolitan,14092.0,1,0.8636363636363636
